n_cluster,Silhouette,davies,calinski
2,0.43122272335192435,0.6403626891525686,107.78984249514232
3,0.3164019234132267,0.9701942221932276,98.0046745647786
4,0.3046238541112393,1.0410029483934364,105.4339014044759
5,0.38037176435417563,0.9409830461507399,117.04267348388485
6,0.41576231938317715,0.8091566767684165,131.8525316297685
7,0.46190072433302826,0.6914935178120439,152.45272191972836
8,0.33223622452582147,0.6845685117835492,147.29758247201022
9,0.3800041620590535,0.6493555107149751,179.05445578224686
10,0.40497886345648965,0.6121291478032469,187.86777474969477
11,0.43119231416927956,0.6416145479120465,192.59201945807618
12,0.4537431819922414,0.7414880202564477,200.91461353998614
13,0.5088099022384727,0.708143955296204,212.23963514367617
14,0.5285770131037759,0.6293609541183678,224.27298678893334
15,0.46774742492926163,0.724818378868376,238.4075104477865
16,0.4929792038103083,0.7236135798884442,256.2688944052443
17,0.5067114062129358,0.6760747840195214,272.6784990944849
18,0.5150588527754929,0.642223236586937,295.7867604826588
19,0.4814044696933989,0.6786811743288892,302.8552604186004
20,0.4984194828217273,0.6689419503701521,312.07655534749864
21,0.506866924297282,0.652212092397393,321.6743496229414
22,0.5170458602223222,0.6053019443899944,331.4731805537182
23,0.5224477476707987,0.5806955437524579,344.0526533796073
24,0.4965556201161339,0.6170296912999477,357.9074396889012
25,0.4989726397398178,0.5571083809173016,367.5084276925989
26,0.5040200983367384,0.5369813454885574,378.2016654606287
27,0.504863472292105,0.5103606530795604,391.2890262875244
28,0.5065051069899801,0.510295570580438,407.09138083637146
29,0.5021293703864617,0.5302726923881028,425.05661051838604
30,0.49713246560571694,0.5198615314117208,432.0102781364483
31,0.4865928197136849,0.5463356319460849,446.23491756216947
32,0.49412976334842845,0.5422712114400297,456.6676000890358
33,0.4712539988232695,0.6553090532669857,449.37002103840666
34,0.4550274870976037,0.6896291507572366,460.46421783254794
35,0.45858857300778166,0.6782520015964623,471.32243587321017
36,0.4579905236638535,0.6615646855626727,483.97556462668706
37,0.4686913901462821,0.6736570020071834,493.1025434944649
38,0.4721540035717501,0.6633901438448367,502.59081826971277
39,0.4757431134981417,0.6472895534552364,512.4623731157569
40,0.44186551970628724,0.6573005037775508,522.8986466071711
41,0.4540614341856509,0.6215794026836242,533.0515391233955
42,0.4457775912420779,0.6343944014067976,543.1595274957332
43,0.4496955962397739,0.637499561651122,550.633852882736
44,0.4483638953794692,0.6577333395152185,556.4746186581364
45,0.4487324373699207,0.6431796592232929,561.6560867446544
46,0.44545705518172346,0.632720461937728,567.2927368156106
47,0.44789557108030115,0.6256333868980591,573.8127259848891
48,0.4543875109931944,0.6366691639158115,580.0996922783285
49,0.45125567449311604,0.6353983755378229,586.3901216702061
50,0.44838596840788353,0.6207836833297864,593.2970790993683
51,0.4528894952175252,0.6120630551092889,600.7626158443321
52,0.452130733972813,0.6179425980320927,609.2072127175999
53,0.44455083452647454,0.5955031863596173,617.9691219101443
54,0.44660564440781336,0.5879358487112999,627.6919255334951
55,0.45048222126316606,0.5699638727289209,636.4795336826984
56,0.4494131933714553,0.5588874446293987,645.149098003163
57,0.453927442918742,0.554583807539459,654.5709783026311
58,0.4470843279786452,0.5494903905153959,665.1713906678513
59,0.43590803179764426,0.5637714631164945,676.1152064454963
60,0.42601435062790904,0.5637216428737715,687.6636626775166
61,0.41408432024275954,0.5742364158239612,699.6774205000556
62,0.4195085667653878,0.5565902028369604,711.4136591595691
63,0.4191143882393207,0.546281817944025,719.5473302416625
64,0.4196685346252394,0.5443553110431465,728.554650841729
65,0.41706078768272864,0.547340899236783,738.5819344648403
66,0.39309400403141787,0.5645056887438499,745.9259849773636
67,0.3943640636872742,0.5568220147836639,754.0596403255993
68,0.39687032665237404,0.5563274106547673,762.7959869927072
69,0.39694886187337186,0.5637441464072545,770.7391199729772
70,0.3949373271700115,0.5625658259337143,778.5891434562815
71,0.3949835117151245,0.5626404160862408,787.022105300319
72,0.42499659356702096,0.5423363357612634,796.3425322561116
73,0.4260718921470336,0.5412974569163621,805.7628803679901
74,0.4254985162894676,0.5412719157594847,815.0874067296229
75,0.4201344727469045,0.554634174225155,825.0313716563763
76,0.42287132222553686,0.5177548301418375,834.6482523661878
77,0.4206105264747461,0.5149320195630643,844.9989516461054
78,0.4133027875478311,0.5214761640334226,853.4185382040617
79,0.41268406668974916,0.5354508393662875,857.6725317163159
80,0.4186395166169448,0.5240388410891728,868.5698488326088
81,0.4187894654860748,0.5262187322238365,875.659023135348
82,0.4226979524004865,0.5628831374399088,885.5771394438405
83,0.42427498352891946,0.5607387254197028,895.0352652830976
84,0.42203712010541494,0.5874125835460521,899.461176300397
85,0.4186212661876707,0.6374076389604088,908.7648628200648
86,0.40138929132756296,0.6619269146472457,909.7032011722852
87,0.40743643125753753,0.6485758233980622,919.9824953478379
88,0.4079889164295097,0.643149927975537,930.3581493712242
89,0.41112000852512415,0.6403701595213145,940.5409844595825
90,0.4143964913559996,0.6356324757311225,951.0364081410664
91,0.4175235370651543,0.6332464200158566,962.0841828430056
92,0.4190707136024478,0.6329679816995274,973.5445845259578
93,0.4222649006301857,0.626902600471546,985.8371847493639
94,0.41591059324620466,0.6316971822027538,997.4681057519848
95,0.41751476557897005,0.6254544158808488,1011.1628342606914
96,0.4186266289512884,0.6168660298746252,1025.9104935547966
97,0.4194401988202963,0.6108266665710906,1041.2055114215566
98,0.4215825439863495,0.6053541536111724,1056.0807584987506
99,0.42152622449972604,0.6011491022519032,1071.936259813444
100,0.4186957413974193,0.5912783817075988,1086.7201967119458
